Unique UN Assigned ID	ACC/BCC/ASCC	Dictionary Entry Name	Definition	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Version
UN00000529	BCC	Allowance Charge. Applied. Date Time	A date, time, date time, or other date time value when the allowance charge is applied.	Allowance Charge		Applied		Date Time						8	0	unbounded	1.0
UN00000532	BCC	Allowance Charge. Actual. Amount	An actual monetary value of an allowance charge.	Allowance Charge		Actual		Amount						9	0	unbounded	1.1
UN00000533	BCC	Allowance Charge. Charge. Indicator	The indication of whether or not the allowance charge is a charge.	Allowance Charge		Charge		Indicator						10	0	1	1.0
UN00000535	BCC	Allowance Charge. Sequence. Numeric	The sequence number for applying the allowance or charge.	Allowance Charge		Sequence		Numeric						11	0	1	1.0
UN00000754	BCC	Allowance Charge. Prepaid. Indicator	The indication of whether or not the allowance charge is prepaid.	Allowance Charge		Prepaid		Indicator						12	0	1	1.0
UN00003182	BCC	Allowance Charge. Reason. Text	The reason for this allowance charge, expressed as text.	Allowance Charge		Reason		Text						13	0	1	1.0
UN00003247	BCC	Allowance Charge. Deduction. Amount	A monetary value to be deducted from this allowance or charge.	Allowance Charge		Deduction		Amount						14	0	unbounded	1.0
UN00000536	ASCC	Allowance Charge. Actual. Currency Exchange	An actual currency exchange for this allowance charge.	Allowance Charge		Actual					Currency Exchange			1	0	unbounded	1.0
UN00000538	ASCC	Allowance Charge. Category. Tax	A tax category of this allowance or charge.	Allowance Charge		Category					Tax			2	0	unbounded	1.0
UN00000540	ASCC	Allowance Charge. Identified. Payment Means	A payment means identified for this allowance charge.	Allowance Charge		Identified					Payment Means			3	0	unbounded	1.0
UN00000541	ASCC	Allowance Charge. Validity. Period	A period for which this allowance charge is valid.	Allowance Charge		Validity					Period			4	0	unbounded	1.1
UN00003183	ASCC	Allowance Charge. Specified. Accounting Account	An accounting account specified for this allowance charge.	Allowance Charge		Specified					Accounting Account			5	0	unbounded	1.0
UN00002228	ACC	Amount To Date. Details	A set of amounts that have been paid or apply from a previous point in time to the current date.	Amount To Date													1.0
UN00002229	BCC	Amount To Date. From Anniversary. Amount	The monetary value of the amount to date from the last anniversary, such as last renewal.	Amount To Date		From Anniversary		Amount						1	0	1	1.0
UN00002230	BCC	Amount To Date. From Issue. Amount	The monetary value of the amount to date from issue, such as issue of the policy or issue of the coverage.	Amount To Date		From Issue		Amount						2	0	1	1.0
UN00002231	BCC	Amount To Date. From Month Start. Amount	The monetary value of the amount to date from the beginning of the month, such as current policy month.	Amount To Date		From Month Start		Amount						3	0	1	1.0
UN00002232	BCC	Amount To Date. From Year Start. Amount	The monetary value of the amount to date from the start of the current year, such as current policy year.	Amount To Date		From Year Start		Amount						4	0	1	1.0
UN00002768	ACC	Analysis. Details	A detailed examination of elements and structure.	Analysis													1.0
UN00002769	BCC	Analysis. Sampling. Date Time	A date, time, date time, or other date time value of a sampling for this analysis.	Analysis		Sampling		Date Time						1	0	unbounded	1.0
UN00002770	ASCC	Analysis. Result. Document	A result document for this analysis.	Analysis		Result					Document			1	0	unbounded	1.0
UN00002771	ASCC	Analysis. Execution. Party	A party executing this analysis.	Analysis		Execution					Party			2	0	unbounded	1.0
UN00002772	ACC	Area. Details	A part of a surface.	Area													1.0
UN00002773	BCC	Area. Type. Code	A code specifying a type of area.	Area		Type		Code						1	0	unbounded	1.0
UN00002774	BCC	Area. Actual. Measure	An actual measure of this area.	Area		Actual		Measure						2	0	unbounded	1.0
UN00002775	ASCC	Area. Boundary. Geographical Coordinate	A geographical coordinate of the boundary for this area.	Area		Boundary					Geographical Coordinate			1	0	unbounded	1.0
UN00003546	ACC	Assembly. Details	A number of component pieces fitted together to form a whole.	Assembly								SemiconductorTestDataNotification|SemiconductorProcessDataNotification					1.0
UN00003547	BCC	Assembly. Component Number. Identifier	A unique identifier of the component number for this assembly.	Assembly		Component Number		Identifier						1	0	unbounded	1.0
UN00003548	BCC	Assembly. Keyword. Text	A keyword or keywords, expressed as text, for the assembly, such as a significant word or phrase.	Assembly		Keyword		Text						2	0	unbounded	1.0
UN00003549	BCC	Assembly. Primary. Identifier	A primary identifier for this assembly.	Assembly		Primary		Identifier						3	0	unbounded	1.0
UN00003550	BCC	Assembly. Location. Identifier	A unique identifier for the location of this assembly.	Assembly		Location		Identifier						4	0	unbounded	1.0
UN00003551	BCC	Assembly. Description. Text	A textual description for this assembly.	Assembly		Description		Text						5	0	unbounded	1.0
UN00000917	ACC	Assignment. Details	Allocation of a task, mission or responsibility between two or more entities.	Assignment								Delegation. Details					1.0
UN00000919	BCC	Assignment. Description. Text	A textual description of this assignment.	Assignment		Description		Text				Description. Text		1	0	unbounded	1.0
UN00000918	BCC	Assignment. Identification. Identifier	A unique identifier for this assignment.	Assignment		Identification		Identifier				Identification. Identifier		2	0	unbounded	1.0
UN00000922	ASCC	Assignment. Delegated. Organization	An organization to which this assignment is delegated.	Assignment		Delegated					Organization			1	0	unbounded	1.0
UN00000923	ASCC	Assignment. Delegating. Organization	An organization which delegates this assignment.	Assignment		Delegating					Organization			2	0	unbounded	1.0
UN00000920	ASCC	Assignment. Effective. Period	A period for which this assignment is effective.	Assignment		Effective					Period	Period		3	0	unbounded	1.0
UN00000921	ASCC	Assignment. Limited. Project	A project to which this assignment is limited.	Assignment		Limited					Project	Project		4	0	unbounded	1.0
UN00002759	ACC	Authentication. Details	A proof that something is genuine.	Authentication													1.0
UN00002760	BCC	Authentication. Type. Code	The code specifying the type of authentication.	Authentication		Type		Code						1	0	1	1.0
UN00002761	BCC	Authentication. Actual. Date Time	The actual date, time, date time, or other date time value of this authentication.	Authentication		Actual		Date Time						2	0	1	1.0
UN00001703	BCC	Authentication. Identification. Identifier	A unique identifier for this authentication.	Authentication		Identification		Identifier						3	0	unbounded	1.0
UN00001704	BCC	Authentication. Statement. Text	A statement, expressed as text, for this authentication.	Authentication		Statement		Text						4	0	unbounded	1.0
UN00001705	BCC	Authentication. Statement. Code	A code specifying a statement for this authentication.	Authentication		Statement		Code						5	0	unbounded	1.0
UN00001706	BCC	Authentication. Information. Text	Information, expressed as text, for this authentication.	Authentication		Information		Text						6	0	unbounded	1.0
UN00002899	BCC	Authentication. Representation Type. Code	The code specifying the type of representation of the authentication provider, such as direct or indirect.	Authentication		Representation Type		Code						7	0	1	1.0
UN00002762	ASCC	Authentication. Provider. Party	A party providing this authentication.	Authentication		Provider					Party			1	0	unbounded	1.1
UN00002763	ASCC	Authentication. Issue. Location	The location of the issue of this authentication.	Authentication		Issue					Location			2	0	1	1.0
UN00002764	ASCC	Authentication. Location Provider. Party	A party providing the location for this authentication.	Authentication		Location Provider					Party			3	0	unbounded	1.0
UN00002765	ASCC	Authentication. Included. Clause	A clause included in this authentication.	Authentication		Included					Clause			4	0	unbounded	1.0
UN00003355	ACC	Authorization. Details	An official permission or approval.	Authorization													1.0
UN00003356	BCC	Authorization. Granted. Indicator	An indication of whether or not this authorization is granted.	Authorization		Granted		Indicator						1	0	unbounded	1.0
UN00003357	BCC	Authorization. Condition. Text	A condition, expressed as text, for this authorization.	Authorization		Condition		Text						2	0	unbounded	1.0
UN00003358	BCC	Authorization. Objection. Text	An objection, expressed as text, to this authorization.	Authorization		Objection		Text						3	0	unbounded	1.0
UN00003359	BCC	Authorization. Decision. Date Time	A date, time, date time or other date time value of a decision for this authorization.	Authorization		Decision		Date Time						4	0	unbounded	1.0
UN00003360	BCC	Authorization. Subject. Identifier	A unique identifier of a subject of this authorization.	Authorization		Subject		Identifier						5	0	unbounded	1.0
UN00003361	ASCC	Authorization. Authority. Organization	An authority organization for this authorization.	Authorization		Authority					Organization			1	0	unbounded	1.0
UN00003362	ASCC	Authorization. Validity. Period	A period within which this authorization is valid.	Authorization		Validity					Period			2	0	unbounded	1.0
UN00003349	ACC	Availability. Details	Being obtainable or at one's disposal.	Availability													1.0
UN00003350	BCC	Availability. Status. Code	The code specifying an availability status.	Availability		Status		Code						1	0	1	1.0
UN00003351	BCC	Availability. Unit. Quantity	The number of units available.	Availability		Unit		Quantity						2	0	1	1.0
UN00003352	BCC	Availability. Description. Text	The textual description of an availability.	Availability		Description		Text						3	0	1	1.0
UN00003353	ASCC	Availability. Applicable. Period	A period applicable to an availability.	Availability		Applicable					Period			1	0	unbounded	1.0
UN00003694	ACC	Base Amount Calculation. Details	The calculation of a base amount, such as a base premium, base loading or discount.	Base Amount Calculation													1.0
UN00003695	BCC	Base Amount Calculation. Before Index Applied. Amount	The monetary value of the amount before applying an index, used in this base amount calculation.	Base Amount Calculation		Before Index Applied		Amount						1	0	1	1.0
UN00003696	BCC	Base Amount Calculation. Index. Percent	The index percentage used in this base amount calculation.	Base Amount Calculation		Index		Percent						2	0	1	1.0
